time,moisture0,moisture1,moisture2,moisture3,moisture4
4289,0.18,0.44,0.5,0.17,0.04
4290,0.18,0.41,0.51,0.13,0.03
4291,0.18,0.41,0.5,0.13,0.03
4292,0.18,0.41,0.49,0.13,0.03
4293,0.18,0.41,0.49,0.13,0.03
4294,0.18,0.41,0.5,0.13,0.03
4295,0.18,0.41,0.49,0.13,0.03
4296,0.18,0.41,0.5,0.13,0.03
4297,0.18,0.41,0.5,0.13,0.03
4298,0.18,0.41,0.5,0.13,0.03
4299,0.18,0.41,0.5,0.18,0.04
4300,0.18,0.41,0.5,0.13,0.03
4301,0.18,0.41,0.5,0.13,0.03
4302,0.18,0.41,0.49,0.13,0.03
4303,0.18,0.41,0.49,0.13,0.03
4304,0.18,0.41,0.49,0.13,0.03
4305,0.18,0.4,0.49,0.12,0.03
4306,0.18,0.41,0.49,0.13,0.03
4307,0.18,0.41,0.5,0.13,0.03
4308,0.18,0.41,0.49,0.13,0.03
4309,0.18,0.41,0.49,0.13,0.03
4310,0.21,0.41,0.5,0.14,0.05
4311,0.18,0.41,0.49,0.13,0.03
4312,0.18,0.41,0.49,0.13,0.03
4313,0.18,0.41,0.49,0.13,0.03
4314,0.18,0.4,0.49,0.13,0.03
4315,0.18,0.4,0.49,0.13,0.03
4316,0.18,0.4,0.49,0.13,0.03
4317,0.18,0.4,0.49,0.13,0.03
4318,0.18,0.4,0.49,0.13,0.03
4319,0.18,0.4,0.49,0.13,0.03
4320,0.25,0.42,0.5,0.16,0.04
4321,0.18,0.4,0.49,0.13,0.03
4322,0.18,0.41,0.49,0.13,0.03
4323,0.18,0.4,0.5,0.12,0.03
4324,0.18,0.4,0.5,0.13,0.03
4325,0.18,0.4,0.5,0.13,0.03
4326,0.18,0.4,0.5,0.13,0.03
4327,0.18,0.41,0.5,0.13,0.03
4328,0.18,0.41,0.5,0.13,0.03
4329,0.18,0.41,0.5,0.12,0.03
4330,0.18,0.41,0.5,0.18,0.05
4331,0.18,0.41,0.5,0.13,0.03
4332,0.18,0.41,0.5,0.13,0.03
4333,0.18,0.41,0.5,0.13,0.03
4334,0.18,0.4,0.5,0.12,0.03
4335,0.18,0.4,0.5,0.13,0.03
4336,0.18,0.4,0.5,0.12,0.03
4337,0.18,0.4,0.5,0.12,0.03
4338,0.18,0.4,0.5,0.12,0.03
4339,0.18,0.4,0.5,0.12,0.03
4340,0.18,0.4,0.5,0.12,0.03
4341,0.18,0.4,0.5,0.12,0.03
4342,0.18,0.41,0.5,0.12,0.03
4343,0.18,0.42,0.5,0.12,0.03
4344,0.18,0.42,0.5,0.12,0.03
4345,0.18,0.41,0.5,0.12,0.03
4346,0.18,0.41,0.5,0.13,0.03
4347,0.18,0.4,0.5,0.13,0.03
4348,0.18,0.41,0.5,0.13,0.03
4349,0.18,0.4,0.51,0.12,0.03
4350,0.18,0.4,0.51,0.12,0.03
4351,0.21,0.41,0.51,0.14,0.04
4352,0.18,0.4,0.5,0.12,0.03
4353,0.18,0.39,0.51,0.12,0.03
4354,0.18,0.39,0.51,0.12,0.03
4355,0.18,0.39,0.51,0.13,0.03
4356,0.18,0.39,0.51,0.12,0.03
4357,0.18,0.39,0.51,0.12,0.03
4358,0.18,0.39,0.51,0.12,0.03
4359,0.18,0.39,0.51,0.12,0.03
4360,0.18,0.39,0.51,0.13,0.03
4361,0.25,0.41,0.51,0.15,0.04
4362,0.18,0.39,0.51,0.13,0.03
4363,0.18,0.39,0.51,0.13,0.03
4364,0.18,0.39,0.51,0.12,0.03
4365,0.18,0.39,0.51,0.12,0.03
4366,0.18,0.39,0.51,0.12,0.03
4367,0.18,0.39,0.51,0.13,0.03
4368,0.18,0.39,0.51,0.13,0.03
4369,0.18,0.39,0.51,0.12,0.03
4370,0.18,0.39,0.51,0.12,0.03
4371,0.18,0.39,0.51,0.12,0.04
4372,0.18,0.39,0.51,0.12,0.03
4373,0.18,0.39,0.51,0.12,0.03
4374,0.18,0.39,0.51,0.12,0.03
4375,0.18,0.39,0.51,0.12,0.03
4376,0.18,0.39,0.51,0.12,0.03
4377,0.17,0.39,0.51,0.12,0.03
4378,0.17,0.39,0.51,0.12,0.03
4379,0.18,0.39,0.51,0.12,0.03
4380,0.17,0.39,0.51,0.12,0.03
4381,0.17,0.39,0.51,0.12,0.03
4382,0.17,0.39,0.51,0.12,0.03
4383,0.17,0.39,0.51,0.12,0.03
4384,0.17,0.4,0.51,0.13,0.03
4385,0.17,0.39,0.51,0.12,0.03
4386,0.17,0.39,0.51,0.12,0.03
4387,0.17,0.39,0.51,0.12,0.03
4388,0.17,0.39,0.51,0.12,0.03
4389,0.17,0.39,0.51,0.13,0.03
4390,0.17,0.38,0.51,0.13,0.03
4391,0.17,0.38,0.51,0.12,0.03
4392,0.22,0.4,0.52,0.14,0.05
4393,0.17,0.38,0.51,0.12,0.03
4394,0.17,0.39,0.51,0.13,0.03
4395,0.17,0.38,0.51,0.13,0.03
4396,0.17,0.39,0.52,0.12,0.03
4397,0.17,0.39,0.52,0.12,0.03
4398,0.17,0.39,0.52,0.12,0.03
4399,0.17,0.39,0.52,0.12,0.03
4400,0.17,0.39,0.52,0.12,0.03
4401,0.17,0.39,0.51,0.12,0.03
4402,0.17,0.42,0.53,0.16,0.05
4403,0.17,0.39,0.52,0.12,0.03
4404,0.17,0.39,0.52,0.12,0.03
4405,0.17,0.39,0.52,0.12,0.03
4406,0.17,0.39,0.52,0.12,0.03
4407,0.17,0.39,0.52,0.12,0.03
4408,0.17,0.39,0.52,0.12,0.03
